Transect,Date (MM/DD/YYYY),Time (HH:MM:SS),Time (Fract. Sec),Site Name,Fault Code,Battery V,Cable Pwr V,ODO % sat,ODO mg/L,Chlorophyll RFU,Chlorophyll µg/L,BGA-PC RFU,BGA-PC µg/L,Temp °C,Cond µS/cm,SpCond µS/cm,Sal psu,nLF Cond µS/cm,TDS mg/L,Turbidity NTU,TSS mg/L,pH,pH mV,Press psi a,Depth m
T-18,8/15/2018,12:55:49,0.53,302,0,5.8,11.5,100.1,7.89,2.17,8.77,0.22,0.2,27.56,381.1,363.3,0.17,361.4,236,9.8,0,7.77,-82.4,2.546,2.007
T-18,8/15/2018,12:57:15,0.104,303,0,5.8,11.5,99.2,7.82,2.11,8.52,0.21,0.18,27.53,380.8,363.3,0.17,361.4,236,10.51,0,7.77,-82.3,3.942,2.991
T-18,8/15/2018,12:59:00,0.533,304,0,5.8,11.5,98.7,7.78,2.27,9.18,0.22,0.19,27.515,380.5,363.1,0.17,361.2,236,11.75,0,7.75,-81.4,5.386,4.01
T-18,8/15/2018,13:00:39,0.102,305,0,5.8,11.5,99.5,7.85,2.3,9.29,0.2,0.18,27.55,381.3,363.6,0.17,361.7,236,10.55,0,7.77,-82.5,6.791,5.002
T-18,8/15/2018,13:02:04,0.739,306,0,5.8,11.5,99.1,7.81,2.28,9.22,0.2,0.18,27.539,381.3,363.6,0.17,361.7,236,10.43,0,7.76,-82,8.108,5.931
T-18,8/15/2018,13:03:25,0.472,307,0,5.8,11.5,98.7,7.79,2.18,8.83,0.2,0.18,27.528,381.1,363.6,0.17,361.7,236,11.59,0,7.76,-81.8,9.616,6.995
T-18,8/15/2018,13:05:05,0.721,308,0,5.8,11.5,99.1,7.81,2.06,8.34,0.17,0.14,27.544,381.6,363.9,0.17,362,237,11.5,0,7.77,-82.3,10.929,7.921
T-18,8/15/2018,13:06:13,0.805,309,0,5.8,11.5,98.8,7.79,2.11,8.53,0.17,0.14,27.536,381.5,363.8,0.17,361.9,236,11.95,0,7.76,-81.9,12.346,8.921
T-18,8/15/2018,13:07:43,0.153,310,0,5.8,11.5,98.7,7.78,2.4,9.7,0.2,0.17,27.537,381.5,363.9,0.17,362,237,13.04,0,7.75,-81.6,14.003,10.09
T-18,8/15/2018,13:08:59,0.105,3XB,0,5.8,11.5,98.4,7.76,2.35,9.51,0.21,0.18,27.529,381.3,363.7,0.17,361.9,236,14.75,0,7.75,-81.4,15.055,10.832
T-18,8/15/2018,13:25:53,0.813,1XS,0,5.8,11.5,107.3,8.4,2.37,9.6,0.27,0.24,27.907,379.1,359.1,0.17,357,233,8.16,0,7.89,-89.3,0.339,0.449
T-18,8/15/2018,13:27:12,0.504,101,0,5.8,11.5,105.9,8.31,2.56,10.35,0.29,0.26,27.826,378.2,358.8,0.17,356.7,233,8.12,0,7.87,-88.5,1.129,1.007
T-18,8/15/2018,13:28:02,0.113,102,0,5.8,11.5,102.9,8.09,2.32,9.37,0.23,0.2,27.688,376.3,358,0.17,356,233,10.07,0,7.82,-85.7,2.509,1.98
T-18,8/15/2018,13:29:05,0.057,103,0,5.8,11.5,102.1,8.03,2.32,9.39,0.24,0.22,27.662,376.6,358.4,0.17,356.4,233,9.73,0,7.81,-84.8,3.934,2.986
T-18,8/15/2018,13:30:13,0.629,104,0,5.8,11.5,103.1,8.11,2.36,9.56,0.22,0.2,27.703,376.8,358.3,0.17,356.3,233,8.88,0,7.82,-85.4,5.422,4.036
T-18,8/15/2018,13:31:07,0.853,105,0,5.8,11.5,101,7.95,2.35,9.52,0.23,0.21,27.622,376.1,358.2,0.17,356.2,233,9.95,0,7.79,-83.6,6.889,5.071
T-18,8/15/2018,13:32:03,0.989,106,0,5.8,11.5,100.7,7.93,2.14,8.67,0.2,0.18,27.62,375.9,358,0.17,356.1,233,10.13,0,7.78,-83,8.239,6.023
T-18,8/15/2018,13:32:57,0.425,107,0,5.8,11.5,100.5,7.91,2.38,9.61,0.22,0.19,27.613,375.9,358,0.17,356.1,233,10.22,0,7.78,-83,9.639,7.011
T-18,8/15/2018,13:33:47,0.338,108,0,5.8,11.5,100.4,7.91,2.36,9.52,0.19,0.17,27.62,375.9,358,0.17,356,233,9.89,0,7.78,-82.9,11.004,7.974
T-18,8/15/2018,13:35:18,0.563,1XB,0,5.8,11.5,99.6,7.84,2.35,9.49,0.21,0.19,27.597,375.6,357.9,0.17,356,233,11.55,0,7.76,-82,12.177,8.802
T-19,8/15/2018,9:43:34,0.278,Test,0,5.8,11.5,100.6,8.51,0.38,1.59,0.65,0.62,23.713,0,0,0,0,0,6.91,0,8.09,-100.5,0,0.21
T-19,8/15/2018,9:45:40,0.197,1XS,0,5.8,11.5,103.7,8.19,2.43,9.83,0.28,0.25,27.411,378,361.3,0.17,359.6,235,7.36,0,7.95,-93,0.353,0.459
T-19,8/15/2018,9:47:03,0.908,101,0,5.8,11.5,103.2,8.16,2.79,11.25,0.27,0.24,27.393,379.3,362.7,0.17,361,236,8.02,0,7.89,-89.3,1.125,1.004
T-19,8/15/2018,9:47:52,0.202,102,0,5.8,11.5,102.7,8.12,2.65,10.7,0.2,0.18,27.385,379.3,362.8,0.17,361,236,8.48,0,7.88,-89.1,2.517,1.986
T-19,8/15/2018,9:48:44,0.108,103,0,5.8,11.5,102.2,8.08,2.64,10.66,0.23,0.21,27.369,380,363.5,0.17,361.8,236,9.15,0,7.86,-87.9,3.954,3
T-19,8/15/2018,9:49:47,0.304,104,0,5.8,11.5,101.5,8.03,2.57,10.37,0.21,0.19,27.364,379.7,363.3,0.17,361.6,236,9.36,0,7.85,-87.3,5.348,3.983
T-19,8/15/2018,9:50:39,0.374,105,0,5.8,11.5,101,7.99,2.79,11.28,0.21,0.18,27.368,378.8,362.4,0.17,360.7,236,9,0,7.85,-87,6.756,4.976
T-19,8/15/2018,9:51:27,0.653,106,0,5.8,11.5,101.2,8.01,2.82,11.39,0.23,0.21,27.362,380,363.5,0.17,361.8,236,9.57,0,7.85,-87,8.176,5.978
T-19,8/15/2018,9:52:21,0.454,107,0,5.8,11.5,101.2,8,2.76,11.14,0.19,0.17,27.362,379.9,363.5,0.17,361.8,236,9.98,0,7.86,-87.4,9.576,6.966
T-19,8/15/2018,9:53:37,0.337,108,0,5.8,11.5,100.6,7.95,2.75,11.1,0.24,0.21,27.361,379.4,363.1,0.17,361.3,236,9.94,0,7.83,-86.1,11.02,7.985
T-19,8/15/2018,9:54:40,0.715,109,0,5.8,11.5,100.8,7.97,2.44,9.87,0.16,0.14,27.362,380.1,363.6,0.17,361.9,236,10.61,0,7.84,-86.7,12.413,8.968
T-19,8/15/2018,9:55:53,0.599,1XB,0,5.8,11.5,100.5,7.95,2.73,11.02,0.19,0.17,27.361,379.9,363.5,0.17,361.7,236,10.4,0,7.84,-86.3,12.989,9.374
T-19,8/15/2018,10:13:55,0.803,2XS,0,5.8,11.5,104.3,8.24,2.6,10.49,0.3,0.27,27.433,373.1,356.5,0.17,354.7,232,6.6,0,7.86,-87.8,0.375,0.474
T-19,8/15/2018,10:15:08,0.831,201,0,5.8,11.5,102.6,8.11,2.58,10.44,0.27,0.24,27.421,372.7,356.3,0.17,354.5,232,6.64,0,7.85,-87,1.143,1.017
T-19,8/15/2018,10:15:56,0.952,202,0,5.8,11.5,100.2,7.93,2.35,9.5,0.22,0.19,27.358,372.1,356.1,0.17,354.4,231,7.63,0,7.81,-84.8,2.573,2.026
T-19,8/15/2018,10:16:48,0.268,203,0,5.8,11.5,99.1,7.84,2.29,9.25,0.21,0.18,27.339,372.5,356.5,0.17,354.8,232,8.42,0,7.78,-83.2,3.898,2.96
T-19,8/15/2018,10:17:34,0.601,204,0,5.8,11.5,98.9,7.82,2.29,9.25,0.19,0.16,27.336,372.1,356.2,0.17,354.5,232,8.36,0,7.78,-82.8,5.333,3.973
T-19,8/15/2018,10:18:21,0.124,205,0,5.8,11.5,98.7,7.81,2.41,9.72,0.24,0.22,27.336,373.3,357.3,0.17,355.6,232,8.82,0,7.78,-82.9,6.686,4.927
T-19,8/15/2018,10:19:35,0.432,206,0,5.8,11.5,99.2,7.85,2.31,9.33,0.21,0.18,27.345,374.6,358.5,0.17,356.8,233,9.18,0,7.79,-83.9,8.127,5.944
T-19,8/15/2018,10:20:30,0.231,207,0,5.8,11.5,99.1,7.84,2.49,10.07,0.2,0.17,27.344,375.8,359.7,0.17,358,234,9.72,0,7.79,-83.7,9.572,6.963
T-19,8/15/2018,10:21:15,0.37,208,0,5.8,11.5,99.6,7.88,2.39,9.66,0.17,0.14,27.346,377.4,361.2,0.17,359.4,235,10.31,0,7.81,-84.7,11.12,8.056
T-19,8/15/2018,10:22:03,0.066,209,0,5.8,11.5,99.7,7.89,2.26,9.15,0.17,0.15,27.342,379.1,362.8,0.17,361.1,236,11.13,0,7.81,-84.7,12.483,9.017
T-19,8/15/2018,10:22:52,0.726,210,0,5.8,11.5,99.5,7.88,2.62,10.57,0.19,0.16,27.342,378.8,362.6,0.17,360.9,236,11.54,0,7.81,-85.1,13.931,10.039
T-19,8/15/2018,10:24:05,0.011,211,0,5.8,11.5,99.3,7.86,2.33,9.43,0.19,0.16,27.341,378.4,362.2,0.17,360.4,235,11.59,0,7.81,-84.8,15.178,10.918
T-19,8/15/2018,10:25:59,0.754,2XB,0,5.8,11.5,99.1,7.84,2.29,9.24,0.18,0.16,27.341,378.4,362.2,0.17,360.5,235,11.58,0,7.81,-84.9,16.766,12.039
T-19,8/15/2018,10:39:32,0.701,3XS,0,5.8,11.5,108.8,8.57,2.81,11.34,0.32,0.29,27.621,372.9,355.1,0.17,353.2,231,5.51,0,7.94,-92.4,0.384,0.481
T-19,8/15/2018,10:40:46,0.594,301,0,5.8,11.5,105.6,8.34,2.67,10.78,0.3,0.27,27.45,371.7,355.1,0.17,353.3,231,5.74,0,7.91,-90.7,1.128,1.006
T-19,8/15/2018,10:41:49,0.985,302,0,5.8,11.5,98.1,7.77,2,8.08,0.2,0.17,27.31,371.1,355.4,0.17,353.7,231,8.89,0,7.79,-83.6,2.601,2.045
T-19,8/15/2018,10:42:45,0.791,303,0,5.8,11.5,97.1,7.69,2.02,8.18,0.16,0.14,27.298,371.2,355.6,0.17,354,231,8.23,0,7.76,-81.7,3.957,3.001
T-19,8/15/2018,10:43:35,0.262,304,0,5.8,11.5,96.9,7.67,2.26,9.13,0.16,0.14,27.294,371.2,355.6,0.17,354,231,9.2,0,7.74,-80.9,5.397,4.018
